,id,name,year,rank_year,artists,primary_artist_id,artist_image,artist_genres,duration,explicit,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",1990,1,['Roxette'],2SHhfs4BiDxGQ3oxqf0UHY,https://i.scdn.co/image/ab6761610000e5ebf983baaf373ff6c4a215882c,"['europop', 'new wave pop', 'soft rock', 'swedish pop']",258786,False,74,0.52,0.652,5,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,80.609
1,1SKApv6ZfJ9bkUxeRObJEF,Freedom! '90,1990,2,['George Michael'],19ra5tSw0tWufvUp8GotLo,https://i.scdn.co/image/ab6761610000e5ebc79f565e6a306d3e4b0a4b78,"['europop', 'new wave pop', 'soft rock']",388400,False,58,0.676,0.873,5,-7.697,0.044,0.0991,1.44e-05,0.0541,0.818,91.77
2,3nvuPQTw2zuFAVuLsC9IYQ,Nothing Compares 2 U,1990,3,"[""Sinéad O'Connor""]",4sD9znwiVFx9cgRPZ42aQ1,https://i.scdn.co/image/01302e48d0723ef0bb11af123826d7016585995d,"['lilith', 'new wave pop', 'pop rock']",280040,False,72,0.511,0.574,5,-7.016,0.0273,0.0425,2.33e-05,0.105,0.161,119.917
3,1YnVYHXoak0syv4xBRHQRb,Kingston Town,1990,4,['UB40'],69MEO1AADKg1IZrq2XLzo5,https://i.scdn.co/image/ab6761610000e5eb1e06f46a5b977ff9f5b690a3,"['reggae', 'reggae fusion', 'uk reggae']",231733,False,69,0.957,0.226,8,-14.606,0.0594,0.119,0.0358,0.0796,0.768,102.072
4,57bgtoPSgt236HzfBOd8kj,Thunderstruck,1990,5,['AC/DC'],711MCceyCBcFnzjGY4Q7Un,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,"['australian rock', 'hard rock', 'rock']",292880,False,82,0.502,0.89,4,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52
5,4UQLQJu3DNvVkMVglwElU2,The King of Wishful Thinking,1990,6,['Go West'],7bKupnlF7XOfR1En3K8oAL,https://i.scdn.co/image/9ec4919593b340858d86eb8617b712b7e81545af,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",241760,False,64,0.669,0.868,0,-7.377,0.0527,0.033,0.0,0.0991,0.913,107.885
6,4VZDv8sASBS8UruUBGTFdk,Hold On,1990,7,['Wilson Phillips'],1yMYjh77WgOVafRkI50mim,https://i.scdn.co/image/9101beb98984fddaf5f65b6e918370ccea6d11da,"['girl group', 'new wave pop', 'soft rock']",266866,False,69,0.679,0.657,5,-9.897,0.0255,0.4,0.0,0.0497,0.546,97.8
7,4ziqqoW1o3P5EhNqK6CPb1,Something Happened on the Way to Heaven - 2016 Remaster,1990,8,['Phil Collins'],4lxfqrEsLX6N1N4OCSkILp,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d,"['mellow gold', 'rock drums', 'soft rock']",291586,False,59,0.656,0.88,5,-4.137,0.0287,0.184,0.00609,0.272,0.88,114.613
8,5YjKdeES9QRJ8NmF4Xc8pV,All I Wanna Do Is Make Love To You,1990,9,['Heart'],34jw2BbxjoYalTp8cJFCPv,https://i.scdn.co/image/1c145626e516a6817c43e7eab2b1cc3a5a9562a8,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",310893,False,68,0.626,0.746,7,-8.832,0.0282,0.16,0.0,0.0618,0.8,102.896
9,6XjGnmIM6rPdslUBUUphVL,Escapade,1990,10,['Janet Jackson'],4qwGe91Bz9K2T8jXTZ815W,https://i.scdn.co/image/ab6761610000e5eb68ab782284f90f0685619bb7,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",283933,False,46,0.804,0.945,1,-7.539,0.0483,0.0226,0.000878,0.171,0.701,115.217
10,7j5TIXPi0cCbSSqItmbyZy,Vogue,1990,11,['Madonna'],6tbjWDEIzxoDsBA1FuhfPW,https://i.scdn.co/image/ab6761610000e5eba486c211cf5cfe663304691b,"['dance pop', 'pop']",317080,False,61,0.748,0.84,6,-7.701,0.0421,0.00348,0.00647,0.44,0.304,115.997
11,05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,1990,12,['The Black Crowes'],5krkohEVJYw0qoB5VWwxaC,https://i.scdn.co/image/ab6761610000e5eb1202580c944efb0b9c14dfd0,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock']",188066,False,71,0.599,0.79,4,-3.58,0.043,0.00257,0.00181,0.312,0.961,103.783
12,1KU5EHSz04JhGg3rReGJ0N,Black Velvet,1990,13,['Alannah Myles'],6IYnSXO40Bh7Zdqhf6rQoj,https://i.scdn.co/image/ab6761610000e5eb094b27e87b27cab9ca84d85f,"['classic canadian rock', 'new wave pop']",287440,False,71,0.754,0.366,8,-10.07,0.0312,0.273,9.04e-05,0.106,0.469,91.147
13,4j7OVQ5OaIwSekl8q9mJhb,Sunshine On a Rainy Day,1990,14,['Zoë'],4LUSAubwul6vuw6yZHe5vt,,[],286029,False,41,0.569,0.885,7,-6.224,0.0512,0.017,2.99e-05,0.217,0.693,97.919
14,4GzmpVbPwz7pUf0WZgEUlQ,I'll Be Your Baby Tonight (feat. UB40),1990,15,"['Robert Palmer', 'UB40']",530Sdm7eqqzWBdDmILMgnu,https://i.scdn.co/image/d0f9136003814386988d37964be13b1da0b1c6e1,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'disco', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",205640,False,53,0.526,0.766,8,-10.348,0.0598,0.0575,0.215,0.0492,0.973,112.794
15,1umFfZGw8bsBd1a0fLTQI3,"Show Me Heaven - From ""Days Of Thunder""",1990,16,['Maria McKee'],30GIF9g2UJ1ifn45kSMTFf,https://i.scdn.co/image/ab6761610000e5eb5dcccac104b0073533fe0d6b,[],229920,False,51,0.5,0.455,8,-10.483,0.0261,0.136,0.00363,0.0646,0.563,155.935
16,0ZUjPkZKjzRi6bgIuJovfY,How Can We Be Lovers,1990,17,['Michael Bolton'],6YHEMoNPbcheiWS2haGzkn,https://i.scdn.co/image/ab6761610000e5eb722dd304ca53138ba23ffc7b,"['adult standards', 'mellow gold', 'soft rock']",235626,False,55,0.399,0.708,0,-10.541,0.0387,0.118,0.0,0.179,0.688,207.424
17,3Ex3IhyrNTO9z9iIsAMfSx,Happening All Over Again,1990,18,['Lonnie Gordon'],34ugek7kTxRhRSsT1d9Yer,https://i.scdn.co/image/ca4508a3dc18d435f3888b39dc10068477ddd324,"['diva house', 'hip house']",211093,False,43,0.674,0.947,7,-7.959,0.0521,0.0208,0.000703,0.266,0.783,121.823
18,3JjY2L2bqql54j1SjnjQ23,(Can't Live Without Your) Love And Affection - Remastered 2017,1990,19,['Nelson'],5jJcbGPjjyEhAoU02ynHaA,https://i.scdn.co/image/ab6761610000e5eb1e13a78b34db41a6681c5e0c,"['glam metal', 'hard rock']",236435,False,51,0.541,0.904,1,-6.384,0.0404,0.0423,0.0,0.0589,0.833,121.386
19,7wzl8TbHkZs68YH67cQmjB,Black Cat,1990,20,['Janet Jackson'],4qwGe91Bz9K2T8jXTZ815W,https://i.scdn.co/image/ab6761610000e5eb68ab782284f90f0685619bb7,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",290600,False,41,0.704,0.893,4,-8.038,0.0477,0.121,0.00322,0.19,0.644,114.953
20,47BTNw74jqdkfo66pmAnUB,(We Want) The Same Thing,1990,21,['Belinda Carlisle'],7xkAwz0bQTGDSbkofyQt3U,https://i.scdn.co/image/ab6761610000e5eb70c572415d968c3d368201d0,"['new romantic', 'new wave pop', 'soft rock']",239106,False,35,0.646,0.899,6,-7.032,0.0445,0.00901,2.61e-06,0.013,0.849,130.926
21,7eheoW4hxrH51ww2QePVwF,Gonna Make You Sweat (Everybody Dance Now),1990,22,['C & C Music Factory'],7krx6UBDKLwE0q3s3fesqF,https://i.scdn.co/image/ab6761610000e5ebdbe2d33239c7ea19da857479,"['diva house', 'eurodance', 'hip house']",244093,False,67,0.557,0.798,6,-7.405,0.0935,0.000851,0.675,0.183,0.794,112.187
22,4F2t297QK40XFcIHqkmLHs,I Wish It Would Rain Down - 2016 Remaster,1990,23,['Phil Collins'],4lxfqrEsLX6N1N4OCSkILp,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d,"['mellow gold', 'rock drums', 'soft rock']",327746,False,64,0.51,0.667,8,-4.715,0.0294,0.292,0.00683,0.313,0.356,125.887
23,2He3NOyqtLNE3RQPpeDdSb,Groove Is in the Heart,1990,24,['Deee-Lite'],4eQJIXFEujzhTVVS1gIfu5,https://i.scdn.co/image/cf8dfba8597882a18fb1faf07aef69271aa37935,"['hip house', 'new wave pop']",231786,False,63,0.694,0.881,1,-4.053,0.0701,0.0153,0.0196,0.0851,0.924,121.554
24,1rIy3lkFJnMsTLZpxFmYU8,Release Me,1990,25,['Wilson Phillips'],1yMYjh77WgOVafRkI50mim,https://i.scdn.co/image/9101beb98984fddaf5f65b6e918370ccea6d11da,"['girl group', 'new wave pop', 'soft rock']",295693,False,54,0.724,0.471,0,-11.143,0.0358,0.448,2.5e-06,0.218,0.442,97.211
25,7z38bideBRvGAgjXe2SECm,Opposites Attract,1990,26,['Paula Abdul'],4PpmBoqphQusNFsxuVKb6j,https://i.scdn.co/image/ab6761610000e5eb9d4f6155bb30dc0c5872223c,"['dance pop', 'new wave pop', 'soft rock', 'urban contemporary']",265373,False,54,0.783,0.842,1,-8.838,0.054,0.0337,2.57e-06,0.0519,0.933,117.79
26,6J6RWKCPN5RFKHUKEUFjxS,Step by Step,1990,27,['New Kids On The Block'],55qiaow2sDYtjqu1mwRua6,https://i.scdn.co/image/ab6761610000e5eba89a99a0ab794853e049ba6a,"['boy band', 'dance pop']",267293,False,62,0.787,0.63,0,-12.295,0.0609,0.0274,6.69e-06,0.161,0.882,125.347
27,5u5F7qLDvZjBSktaDp4HxB,Moneytalks,1990,28,['AC/DC'],711MCceyCBcFnzjGY4Q7Un,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,"['australian rock', 'hard rock', 'rock']",225946,False,65,0.649,0.903,7,-3.677,0.0318,0.000841,0.000351,0.122,0.412,121.841
28,2JCgLOGh0qCInX82AALLKP,What Time Is Love? - Live at Trancentral,1990,29,['The KLF'],6dYrdRlNZSKaVxYg5IrvCH,https://i.scdn.co/image/ab6761610000e5eba950aa62d0feee6eaebe17d6,"['acid house', 'ambient house', 'big beat', 'hip house']",235851,True,43,0.642,0.88,6,-5.216,0.134,0.00233,3.07e-05,0.916,0.576,120.099
29,5GWQFABlMV6gpwzETqD5JG,A Little Time,1990,30,['The Beautiful South'],4fomCZiFUMX73KJ0YQ0V90,https://i.scdn.co/image/ab6761610000e5eb4625f91df09f2144f72c22f8,"['britpop', 'melancholia', 'new wave pop', 'sophisti-pop']",179586,False,56,0.635,0.208,5,-15.701,0.0363,0.679,3.8e-06,0.117,0.356,108.606
30,66IC0uXoVyYT5q3R27bbZy,Sit Down,1990,31,['James'],0qLNsNKm8bQcMoRFkR8Hmh,https://i.scdn.co/image/ab6761610000e5eb2f6aa4c5d33d83b700769e76,"['britpop', 'madchester', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock']",244866,False,65,0.561,0.706,9,-9.446,0.029,0.00263,0.00125,0.122,0.569,126.077
31,50PeqUz1BjMw9ayNTk5O4d,I've Been Thinking About You,1990,32,['Londonbeat'],0gcMPgunYh4rX1UOdvZKBn,https://i.scdn.co/image/ab6761610000e5ebff0515272cf340df50ab82ac,"['eurodance', 'europop', 'hip house']",230066,False,65,0.678,0.659,11,-12.695,0.0396,0.0236,0.00192,0.0744,0.899,113.542
32,5QuBsgbjQHpwfiV7aIwvQV,Get Here,1990,33,['Oleta Adams'],1BMb6sQJVkmUyCuodmRs2g,https://i.scdn.co/image/f3a5a2bb529dd60a3a871a7958d395c9331679e7,"['neo soul', 'quiet storm']",274693,False,60,0.478,0.221,10,-16.046,0.0332,0.75,0.0,0.131,0.247,107.225
33,3dISHe66tFlOKqmom5Qr2n,Suicide Blonde,1990,34,['INXS'],1eClJfHLoDI4rZe5HxzBFv,https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",232626,False,59,0.612,0.962,4,-5.36,0.0897,0.00228,0.00896,0.123,0.694,119.962
34,5NK8jad728pj6YeqM5VJD4,She Talks To Angels,1990,35,['The Black Crowes'],5krkohEVJYw0qoB5VWwxaC,https://i.scdn.co/image/ab6761610000e5eb1202580c944efb0b9c14dfd0,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'southern rock']",329400,False,67,0.584,0.521,4,-5.782,0.0295,0.06,7.56e-05,0.22,0.317,160.058
35,0nQLxiNGbbUoSGrxksETLm,The Power,1990,36,['SNAP!'],2FrKQPjJe4pVMZOgm0ESOx,https://i.scdn.co/image/d9a26c5882129302d5d283c6644e6b53cc416d62,"['diva house', 'eurodance', 'europop', 'german techno', 'hip house']",228993,False,61,0.74,0.88,0,-7.693,0.0624,0.0434,0.00803,0.341,0.707,108.899
36,6yLZc9Tmei7eDX4Z62x4bW,Praying for Time,1990,37,['George Michael'],19ra5tSw0tWufvUp8GotLo,https://i.scdn.co/image/ab6761610000e5ebc79f565e6a306d3e4b0a4b78,"['europop', 'new wave pop', 'soft rock']",281333,False,45,0.574,0.797,10,-8.451,0.0312,0.0221,0.00574,0.086,0.213,127.856
37,0S7Vv5am0xbAXgJ2RFQR8S,Where Does My Heart Beat Now,1990,38,['Céline Dion'],4S9EykWXhStSc15wEx8QFK,https://i.scdn.co/image/ab6761610000e5eb357f2a87bf92208767a48e7e,"['canadian pop', 'dance pop']",272866,False,52,0.528,0.62,10,-10.419,0.0285,0.648,1.63e-06,0.0801,0.595,74.051
38,11d9oUiwHuYt216EFA2tiz,Ice Ice Baby,1990,39,['Vanilla Ice'],7GXXMm3DB1VswVcuGyInUd,https://i.scdn.co/image/13ce9c64587f0ae64addcf03e7ba9f0549470541,"['hip house', 'miami hip hop']",271466,False,63,0.98,0.535,2,-16.035,0.058,0.027,1.68e-06,0.104,0.675,115.744
39,1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",1990,40,['Jon Bon Jovi'],6h2bWHWTJL38N8dqocVaif,https://i.scdn.co/image/ab6772690000c46c652c8f38646034a24f043d9b,['hard rock'],335240,False,67,0.55,0.618,7,-9.822,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61
40,2lxfnTyWxW381PXDm9Mg77,Impulsive,1990,41,['Wilson Phillips'],1yMYjh77WgOVafRkI50mim,https://i.scdn.co/image/9101beb98984fddaf5f65b6e918370ccea6d11da,"['girl group', 'new wave pop', 'soft rock']",274266,False,40,0.657,0.76,4,-8.613,0.0298,0.171,0.00551,0.224,0.71,107.872
41,48eiLW57CqSmCYNZRM2J8M,From a Distance,1990,42,['Bette Midler'],13y0kncDD4J9wxCyfKr10W,https://i.scdn.co/image/a87715e524d6751a54c70abf7074aaf810ff8a4b,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",276346,False,57,0.536,0.242,7,-11.716,0.0277,0.674,0.0,0.331,0.331,137.989
42,0gLQ6jhJsyYfl7PrD1RZ7X,Vision of Love,1990,43,['Mariah Carey'],4iHNK0tOyZPYnBU7nGAgpQ,https://i.scdn.co/image/ab6761610000e5ebbeb3a15b2f2f6515f3a82a58,"['dance pop', 'pop', 'r&b', 'urban contemporary']",209293,False,58,0.256,0.464,5,-10.959,0.0382,0.433,0.0,0.121,0.355,205.362
43,5jhDeobWatA1XAHWKOWPh2,Killer,1990,44,"['Adamski', 'Seal']",737Z8bAmJiUqg2I6Ru8fYV,https://i.scdn.co/image/ab6761610000e5eb270cc7d248b3998050e84e4e,"['acid house', 'hip house']",250760,False,54,0.785,0.546,10,-13.945,0.0587,0.0241,0.0681,0.0547,0.766,119.983
44,5jVJAojK3LFKETjI2gYb8O,I Promised Myself,1990,45,['Nick Kamen'],05GsKvp0yKuCyWQMsPAAmB,https://i.scdn.co/image/1dd04870719779dcf3693efd6a5f1cdc4d1d6372,['new wave pop'],240773,False,62,0.581,0.801,9,-12.282,0.0306,0.00424,0.00171,0.0326,0.692,128.179
45,0e3yhVeNaTfKIWQRw9U9sY,Sacrifice,1990,46,['Elton John'],3PhoLpVuITZKcymswpck5b,https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970,"['glam rock', 'mellow gold', 'piano rock']",304133,False,73,0.756,0.422,11,-12.967,0.0292,0.0165,0.00183,0.0368,0.487,112.751
46,4jP1ex7l0wwogPtcvmGoIe,Don't Worry,1990,47,['Kim Appleby'],5GGArKyB5Mg7kTFZYJ2P5n,https://i.scdn.co/image/ab67616d0000b2731f12cb48abf26dd1cf9e4066,[],210933,False,43,0.683,0.842,10,-7.962,0.027,0.0341,2.98e-05,0.193,0.861,123.209
47,1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,1990,48,['MC Hammer'],2rblp9fJo16ZPTcKDtlmKW,https://i.scdn.co/image/af25ffffde1eb2051221017fa0424d906eaf2e94,"['hip hop', 'hip house', 'new jack swing', 'rap']",257360,False,75,0.867,0.517,11,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148
48,3SmPl0CGxvvkQCrTv7edEE,I'm Your Baby Tonight,1990,49,['Whitney Houston'],6XpaIBNiVzIetEPCWDvAFP,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,"['dance pop', 'pop', 'urban contemporary']",299426,False,56,0.665,0.899,6,-7.75,0.0877,0.303,2.21e-06,0.445,0.873,165.16
49,33I3oS8UkebR3KRvqxD9X0,Close To You,1990,50,['Maxi Priest'],3aTuTR5Nf6pVW3837q2ZL7,https://i.scdn.co/image/ab6761610000e5eb937e32099de65df5521d06e9,"['lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",325800,False,55,0.781,0.478,6,-15.427,0.0561,0.0849,3.93e-06,0.0877,0.962,95.992
50,6TSM5vkz0WzyZsNAKKYDcw,Someday,1990,51,['Mariah Carey'],4iHNK0tOyZPYnBU7nGAgpQ,https://i.scdn.co/image/ab6761610000e5ebbeb3a15b2f2f6515f3a82a58,"['dance pop', 'pop', 'r&b', 'urban contemporary']",246106,False,50,0.684,0.818,1,-8.686,0.0405,0.207,2.19e-06,0.0251,0.937,109.864
51,4cFehVH8dVvX3cq0YvoQu0,Groovy Train,1990,52,['The Farm'],3lN1TG4RIoaJCff6Ck9KUR,https://i.scdn.co/image/9945fa94b81f70c123d1cc1a132e2fa1577ee36f,"['dance rock', 'madchester']",251933,False,45,0.58,0.966,7,-7.278,0.0593,0.00504,0.0118,0.111,0.704,115.806
52,5TSANSqPTD6nBG0NSJWmVB,Cradle Of Love,1990,53,['Billy Idol'],7lzordPuZEXxwt9aoVZYmG,https://i.scdn.co/image/ab6761610000e5eb429ebf1251137d4319c26848,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",281466,False,51,0.612,0.942,3,-4.588,0.0399,0.0163,3.9e-06,0.0909,0.622,144.038
53,1K97Cp6YcpSRz1VxR1JKVC,I'm Free,1990,54,"['The Soup Dragons', 'Junior Reid']",5BEYGWk6aPdNXxBx9pwU8S,https://i.scdn.co/image/0eaeeaccb91d1c9ea4c7d3fb12cab07aee76c70c,"['britpop', 'c86', 'madchester', 'scottish indie']",211693,False,50,0.645,0.931,7,-6.041,0.0752,0.0973,2.49e-05,0.0739,0.876,103.273
54,1Z6lKdYhwp8WYoBqGCKxlM,Unskinny Bop,1990,55,['Poison'],1fBCIkoPOPCDLUxGuWNvyo,https://i.scdn.co/image/70ed0b201cafa20fc3e3cb30a916f91adbb604ed,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",228066,False,62,0.574,0.93,1,-2.949,0.0413,0.0657,7.78e-06,0.108,0.69,92.303
55,3HLgjHYaEhKFvV4SSvI9Te,Love Will Lead You Back,1990,56,['Taylor Dayne'],32lVGr0fSRGT6okLKHiP68,https://i.scdn.co/image/ab6761610000e5eb81e424939b83149565412800,"['europop', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']",277600,False,60,0.547,0.513,1,-7.006,0.0267,0.201,0.0,0.0866,0.2,73.214
56,4ReyTz0y3TGkX48wO3Llot,Epic,1990,57,['Faith No More'],6GbCJZrI318Ybm8mY36Of5,https://i.scdn.co/image/765ad08f23f828d1a850c47ac417d7be260af932,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rap rock', 'rock']",293653,False,68,0.358,0.893,4,-7.486,0.12,0.0222,0.0524,0.126,0.262,174.238
57,3jOwA8XZplvTVsV0SdLWhc,Rhythm Of Life,1990,58,['Oleta Adams'],1BMb6sQJVkmUyCuodmRs2g,https://i.scdn.co/image/f3a5a2bb529dd60a3a871a7958d395c9331679e7,"['neo soul', 'quiet storm']",259666,False,54,0.624,0.585,10,-12.884,0.0454,0.0878,0.0123,0.074,0.691,89.383
58,4lnjHTyYWBrFGeRXDZaHCL,Promise Me,1990,59,['Beverley Craven'],132bJRT4s9nJz1CwLlfzFT,https://i.scdn.co/image/ab6761610000e5eb2ba348c48417a7ad64c27985,['new wave pop'],217360,False,58,0.46,0.232,8,-14.729,0.0307,0.753,0.0,0.0934,0.293,124.176
59,6C4BcBBnlNG0bwfZyeKSti,Do You Remember? - 2016 Remaster,1990,60,['Phil Collins'],4lxfqrEsLX6N1N4OCSkILp,https://i.scdn.co/image/31fbe64783eb5d493161640bd599dceafc615c6d,"['mellow gold', 'rock drums', 'soft rock']",276000,False,53,0.677,0.5,5,-7.839,0.0248,0.117,0.0109,0.0648,0.525,93.051
60,3HGE6Is63CrKHS9DZ26RIO,Rub You The Right Way,1990,61,['Johnny Gill'],7oHzn7edwmrYClrPRINkbn,https://i.scdn.co/image/6a7582cabd9f40e6e908f0620dca338be429511b,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",333800,False,41,0.667,0.874,10,-6.937,0.0441,0.0163,0.00246,0.322,0.865,111.871
61,6c9nkeetGbsoXa7d5E1wHa,Crying in the Rain,1990,62,['a-ha'],2jzc5TC5TVFLXQlBNiIUzE,https://i.scdn.co/image/ab6761610000e5eb800065f7c91890d3393491b8,"['europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",260226,False,61,0.394,0.547,2,-9.276,0.0383,0.436,0.000111,0.344,0.151,181.74
62,3mNxQ198mdIigqmNqwRweg,Fascinating Rhythm,1990,63,['Bass-o-Matic'],0i9V01ZTXeFV5pUo0a3zR3,https://i.scdn.co/image/ab67616d0000b2734febd4c2edec0bfd5ba3ab53,['hip house'],248426,False,43,0.736,0.636,1,-12.96,0.0594,0.00203,0.413,0.291,0.766,101.645
63,7pUYjnFTXMs0mFWsE9epqV,Something To Believe In - Remastered,1990,64,['Poison'],1fBCIkoPOPCDLUxGuWNvyo,https://i.scdn.co/image/70ed0b201cafa20fc3e3cb30a916f91adbb604ed,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",328360,False,57,0.52,0.711,3,-5.009,0.0386,0.266,1.09e-05,0.148,0.226,133.947
64,3ZqjDpr3qCZnZBPcd0Hpj2,Hold On,1990,65,['En Vogue'],5fikk4h5qbEebqK2Fc6e48,https://i.scdn.co/image/ab6761610000e5eb6bb7f8ea26ac28c8d18efd8e,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",304466,False,56,0.728,0.464,1,-11.156,0.0605,0.0865,0.0,0.343,0.383,96.944
65,4gAU0cHQJFxj1n2ZDiEIzG,Step On - 2007 Remaster,1990,66,['Happy Mondays'],339DNkQkuhHKEcHw6oK8f0,https://i.scdn.co/image/ab6761610000e5ebcc97b5500db463902db72582,"['big beat', 'britpop', 'dance rock', 'madchester', 'new wave']",318506,False,59,0.595,0.889,7,-7.163,0.0332,1.12e-05,0.551,0.118,0.45,105.153
66,5BVth3wscVnqwmsJ9d1knO,Dub Be Good To Me,1990,67,['Beats International'],6C5gMdsVmZHJG6yJuC68sp,https://i.scdn.co/image/a050871c8a31295067926da319f5764c10d9d937,['hip house'],239600,False,15,0.869,0.483,0,-9.863,0.0409,0.000836,0.0738,0.146,0.621,95.881
67,2o4u19nlQWOGg5mLanT7Pg,Forever,1990,68,['KISS'],07XSN3sPlIlB2L2XNcTwJw,https://i.scdn.co/image/ab6761610000e5eb4e85269a1f35917eddeadefd,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",232640,False,62,0.435,0.666,6,-10.596,0.031,0.254,1.4e-05,0.0541,0.566,176.431
68,6sFpmdsk4UDMcDWdy4T1Kc,Candy,1990,69,['Iggy Pop'],33EUXrFKGjpUSGacqEHhU4,https://i.scdn.co/image/ab6761610000e5eb500c38eab954da75226fed0c,"['alternative rock', 'classic rock', 'glam rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'punk', 'rock']",253493,False,60,0.624,0.585,7,-10.812,0.03,0.0414,2.08e-05,0.0467,0.646,144.251
69,10JIQ4VbdRMlqvSJGvi7El,This House,1990,70,['Tracie Spencer'],2SwRWWKpFqktihz7o2rfYX,https://i.scdn.co/image/e24f3898f44907645cf65d456925a19e91de379c,"['new jack swing', 'urban contemporary']",306533,False,34,0.74,0.738,6,-9.849,0.0399,0.0303,0.00406,0.0324,0.971,112.589
70,7mjTuZkE1XkJnco5bVsZCf,Round and Round - Soul Mix Edit,1990,71,['Tevin Campbell'],5VfqJBmXcf6ZqXoGij5qTE,https://i.scdn.co/image/ab6761610000e5ebdad32586d5d8f0550dc639b9,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",293053,False,39,0.79,0.591,7,-8.805,0.0935,0.00335,0.00733,0.0338,0.725,107.197
71,2rvvqVYshNojBDidu2VUKj,Here I Am / Small Axe (Come And Take Me),1990,72,['UB40'],69MEO1AADKg1IZrq2XLzo5,https://i.scdn.co/image/ab6761610000e5eb1e06f46a5b977ff9f5b690a3,"['reggae', 'reggae fusion', 'uk reggae']",256933,False,42,0.816,0.44,5,-14.322,0.0452,0.0758,0.00829,0.0489,0.693,95.87
72,5HVqftYQ37bJx3y0SI4obk,Lily Was Here (feat. Candy Dulfer),1990,73,"['Dave Stewart', 'Candy Dulfer']",7gcCQIlkkfbul5Mt0jBQkg,https://i.scdn.co/image/ab6761610000e5eb69f218e3cb145eacfb6c8476,"['new wave pop', 'rock keyboard']",260200,False,51,0.743,0.564,4,-10.698,0.0277,0.398,0.0485,0.0802,0.967,108.027
73,2o49Twc3qrNMOt8gq9W06L,Pictures Of You - Remastered,1990,74,['The Cure'],7bu3H8JO7d0UbMoVzbo70s,https://i.scdn.co/image/7ca743e822b80133971ccf5c70fcbd77a4f4f508,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",448306,False,60,0.476,0.764,9,-6.454,0.032,0.00325,0.112,0.138,0.545,171.903
